tool_name,condition,total_tools,valid_packages,valid_rate,avg_examples,avg_template_fields,avg_semantic_hint_entries
get-env,raw_mcp,1,1,1.0,0.0,0.0,0.0
get-env,schema_only,1,1,1.0,0.0,0.0,0.0
get-env,retrieved_docs,1,1,1.0,0.0,0.0,0.0
get-env,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
get-env,retrieved_memory,1,1,1.0,0.0,0.0,0.0
get-env,autoskill_base,1,1,1.0,0.0,0.0,0.0
get-resource-links,raw_mcp,1,1,1.0,0.0,0.0,0.0
get-resource-links,schema_only,1,1,1.0,2.0,1.0,0.0
get-resource-links,retrieved_docs,1,1,1.0,2.0,1.0,0.0
get-resource-links,retrieved_candidates,1,1,1.0,2.0,1.0,0.0
get-resource-links,retrieved_memory,1,1,1.0,1.0,1.0,0.0
get-resource-links,autoskill_base,1,1,1.0,2.0,1.0,0.0
get-resource-reference,raw_mcp,1,1,1.0,0.0,0.0,0.0
get-resource-reference,schema_only,1,1,1.0,2.0,2.0,0.0
get-resource-reference,retrieved_docs,1,1,1.0,2.0,2.0,0.0
get-resource-reference,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
get-resource-reference,retrieved_memory,1,1,1.0,1.0,2.0,0.0
get-resource-reference,autoskill_base,1,1,1.0,2.0,2.0,0.0
get-structured-content,raw_mcp,1,1,1.0,0.0,0.0,0.0
get-structured-content,schema_only,1,0,0.0,0.0,0.0,0.0
get-structured-content,retrieved_docs,1,0,0.0,0.0,0.0,0.0
get-structured-content,retrieved_candidates,1,0,0.0,0.0,0.0,0.0
get-structured-content,retrieved_memory,1,0,0.0,0.0,0.0,0.0
get-structured-content,autoskill_base,1,0,0.0,0.0,0.0,0.0
get-sum,raw_mcp,1,1,1.0,0.0,0.0,0.0
get-sum,schema_only,1,1,1.0,2.0,2.0,0.0
get-sum,retrieved_docs,1,1,1.0,2.0,2.0,0.0
get-sum,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
get-sum,retrieved_memory,1,1,1.0,1.0,2.0,0.0
get-sum,autoskill_base,1,1,1.0,2.0,2.0,0.0
get-tiny-image,raw_mcp,1,1,1.0,0.0,0.0,0.0
get-tiny-image,schema_only,1,1,1.0,0.0,0.0,0.0
get-tiny-image,retrieved_docs,1,1,1.0,0.0,0.0,0.0
get-tiny-image,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
get-tiny-image,retrieved_memory,1,1,1.0,0.0,0.0,0.0
get-tiny-image,autoskill_base,1,1,1.0,0.0,0.0,0.0
get_current_time,raw_mcp,1,1,1.0,0.0,0.0,0.0
get_current_time,schema_only,1,1,1.0,1.0,1.0,0.0
get_current_time,retrieved_docs,1,1,1.0,1.0,1.0,0.0
get_current_time,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
get_current_time,retrieved_memory,1,1,1.0,1.0,1.0,0.0
get_current_time,autoskill_base,1,1,1.0,2.0,1.0,0.0
get_file_info,raw_mcp,1,1,1.0,0.0,0.0,0.0
get_file_info,schema_only,1,1,1.0,1.0,1.0,0.0
get_file_info,retrieved_docs,1,1,1.0,1.0,1.0,0.0
get_file_info,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
get_file_info,retrieved_memory,1,1,1.0,1.0,1.0,0.0
get_file_info,autoskill_base,1,1,1.0,2.0,1.0,0.0
git_add,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_add,schema_only,1,1,1.0,1.0,2.0,0.0
git_add,retrieved_docs,1,1,1.0,1.0,2.0,0.0
git_add,retrieved_candidates,1,1,1.0,1.0,2.0,0.0
git_add,retrieved_memory,1,1,1.0,1.0,2.0,0.0
git_add,autoskill_base,1,1,1.0,2.0,2.0,0.0
git_branch,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_branch,schema_only,1,1,1.0,2.0,4.0,0.0
git_branch,retrieved_docs,1,1,1.0,2.0,4.0,0.0
git_branch,retrieved_candidates,1,1,1.0,2.0,4.0,0.0
git_branch,retrieved_memory,1,1,1.0,1.0,4.0,0.0
git_branch,autoskill_base,1,1,1.0,2.0,4.0,0.0
git_checkout,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_checkout,schema_only,1,1,1.0,1.0,2.0,0.0
git_checkout,retrieved_docs,1,1,1.0,1.0,2.0,0.0
git_checkout,retrieved_candidates,1,1,1.0,1.0,2.0,0.0
git_checkout,retrieved_memory,1,1,1.0,1.0,2.0,0.0
git_checkout,autoskill_base,1,1,1.0,2.0,2.0,0.0
git_commit,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_commit,schema_only,1,1,1.0,2.0,2.0,0.0
git_commit,retrieved_docs,1,1,1.0,2.0,2.0,0.0
git_commit,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
git_commit,retrieved_memory,1,1,1.0,1.0,2.0,0.0
git_commit,autoskill_base,1,1,1.0,2.0,2.0,0.0
git_create_branch,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_create_branch,schema_only,1,1,1.0,2.0,3.0,0.0
git_create_branch,retrieved_docs,1,1,1.0,2.0,3.0,0.0
git_create_branch,retrieved_candidates,1,1,1.0,2.0,3.0,0.0
git_create_branch,retrieved_memory,1,1,1.0,1.0,3.0,0.0
git_create_branch,autoskill_base,1,1,1.0,2.0,3.0,0.0
git_diff,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_diff,schema_only,1,1,1.0,2.0,3.0,0.0
git_diff,retrieved_docs,1,1,1.0,2.0,3.0,0.0
git_diff,retrieved_candidates,1,1,1.0,2.0,3.0,0.0
git_diff,retrieved_memory,1,1,1.0,1.0,3.0,0.0
git_diff,autoskill_base,1,1,1.0,2.0,3.0,0.0
git_diff_staged,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_diff_staged,schema_only,1,1,1.0,2.0,2.0,0.0
git_diff_staged,retrieved_docs,1,1,1.0,2.0,2.0,0.0
git_diff_staged,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
git_diff_staged,retrieved_memory,1,1,1.0,1.0,2.0,0.0
git_diff_staged,autoskill_base,1,1,1.0,2.0,2.0,0.0
git_diff_unstaged,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_diff_unstaged,schema_only,1,1,1.0,2.0,2.0,0.0
git_diff_unstaged,retrieved_docs,1,1,1.0,2.0,2.0,0.0
git_diff_unstaged,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
git_diff_unstaged,retrieved_memory,1,1,1.0,1.0,2.0,0.0
git_diff_unstaged,autoskill_base,1,1,1.0,2.0,2.0,0.0
git_log,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_log,schema_only,1,1,1.0,2.0,4.0,0.0
git_log,retrieved_docs,1,1,1.0,2.0,4.0,0.0
git_log,retrieved_candidates,1,1,1.0,2.0,4.0,0.0
git_log,retrieved_memory,1,1,1.0,1.0,4.0,0.0
git_log,autoskill_base,1,1,1.0,2.0,4.0,0.0
git_reset,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_reset,schema_only,1,1,1.0,1.0,1.0,0.0
git_reset,retrieved_docs,1,1,1.0,1.0,1.0,0.0
git_reset,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
git_reset,retrieved_memory,1,1,1.0,1.0,1.0,0.0
git_reset,autoskill_base,1,1,1.0,2.0,1.0,0.0
git_show,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_show,schema_only,1,1,1.0,2.0,2.0,0.0
git_show,retrieved_docs,1,1,1.0,2.0,2.0,0.0
git_show,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
git_show,retrieved_memory,1,1,1.0,1.0,2.0,0.0
git_show,autoskill_base,1,1,1.0,2.0,2.0,0.0
git_status,raw_mcp,1,1,1.0,0.0,0.0,0.0
git_status,schema_only,1,1,1.0,1.0,1.0,0.0
git_status,retrieved_docs,1,1,1.0,1.0,1.0,0.0
git_status,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
git_status,retrieved_memory,1,1,1.0,1.0,1.0,0.0
git_status,autoskill_base,1,1,1.0,2.0,1.0,0.0
gzip-file-as-resource,raw_mcp,1,1,1.0,0.0,0.0,0.0
gzip-file-as-resource,schema_only,1,1,1.0,2.0,3.0,0.0
gzip-file-as-resource,retrieved_docs,1,1,1.0,2.0,3.0,0.0
gzip-file-as-resource,retrieved_candidates,1,1,1.0,2.0,3.0,0.0
gzip-file-as-resource,retrieved_memory,1,1,1.0,1.0,3.0,0.0
gzip-file-as-resource,autoskill_base,1,1,1.0,2.0,3.0,0.0
list_allowed_directories,raw_mcp,1,1,1.0,0.0,0.0,0.0
list_allowed_directories,schema_only,1,1,1.0,0.0,0.0,0.0
list_allowed_directories,retrieved_docs,1,1,1.0,0.0,0.0,0.0
list_allowed_directories,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
list_allowed_directories,retrieved_memory,1,1,1.0,0.0,0.0,0.0
list_allowed_directories,autoskill_base,1,1,1.0,0.0,0.0,0.0
list_directory,raw_mcp,1,1,1.0,0.0,0.0,0.0
list_directory,schema_only,1,1,1.0,1.0,1.0,0.0
list_directory,retrieved_docs,1,1,1.0,1.0,1.0,0.0
list_directory,retrieved_candidates,1,1,1.0,2.0,1.0,0.0
list_directory,retrieved_memory,1,1,1.0,2.0,1.0,0.0
list_directory,autoskill_base,1,1,1.0,3.0,1.0,0.0
list_directory_with_sizes,raw_mcp,1,1,1.0,0.0,0.0,0.0
list_directory_with_sizes,schema_only,1,1,1.0,2.0,2.0,0.0
list_directory_with_sizes,retrieved_docs,1,1,1.0,2.0,2.0,0.0
list_directory_with_sizes,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
list_directory_with_sizes,retrieved_memory,1,1,1.0,1.0,2.0,0.0
list_directory_with_sizes,autoskill_base,1,1,1.0,2.0,2.0,2.0
move_file,raw_mcp,1,1,1.0,0.0,0.0,0.0
move_file,schema_only,1,1,1.0,2.0,2.0,0.0
move_file,retrieved_docs,1,1,1.0,2.0,2.0,0.0
move_file,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
move_file,retrieved_memory,1,1,1.0,1.0,2.0,0.0
move_file,autoskill_base,1,1,1.0,2.0,2.0,0.0
open_nodes,raw_mcp,1,1,1.0,0.0,0.0,0.0
open_nodes,schema_only,1,1,1.0,1.0,1.0,0.0
open_nodes,retrieved_docs,1,1,1.0,1.0,1.0,0.0
open_nodes,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
open_nodes,retrieved_memory,1,1,1.0,1.0,1.0,0.0
open_nodes,autoskill_base,1,1,1.0,2.0,1.0,0.0
read_file,raw_mcp,1,1,1.0,0.0,0.0,0.0
read_file,schema_only,1,1,1.0,2.0,3.0,0.0
read_file,retrieved_docs,1,1,1.0,2.0,3.0,0.0
read_file,retrieved_candidates,1,1,1.0,4.0,3.0,0.0
read_file,retrieved_memory,1,1,1.0,1.0,3.0,0.0
read_file,autoskill_base,1,1,1.0,2.0,3.0,8.0
read_graph,raw_mcp,1,1,1.0,0.0,0.0,0.0
read_graph,schema_only,1,1,1.0,0.0,0.0,0.0
read_graph,retrieved_docs,1,1,1.0,0.0,0.0,0.0
read_graph,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
read_graph,retrieved_memory,1,1,1.0,0.0,0.0,0.0
read_graph,autoskill_base,1,1,1.0,0.0,0.0,0.0
read_media_file,raw_mcp,1,1,1.0,0.0,0.0,0.0
read_media_file,schema_only,1,1,1.0,1.0,1.0,0.0
read_media_file,retrieved_docs,1,1,1.0,1.0,1.0,0.0
read_media_file,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
read_media_file,retrieved_memory,1,1,1.0,1.0,1.0,0.0
read_media_file,autoskill_base,1,1,1.0,2.0,1.0,0.0
read_multiple_files,raw_mcp,1,1,1.0,0.0,0.0,0.0
read_multiple_files,schema_only,1,1,1.0,1.0,1.0,0.0
read_multiple_files,retrieved_docs,1,1,1.0,1.0,1.0,0.0
read_multiple_files,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
read_multiple_files,retrieved_memory,1,1,1.0,1.0,1.0,0.0
read_multiple_files,autoskill_base,1,1,1.0,2.0,1.0,0.0
read_text_file,raw_mcp,1,1,1.0,0.0,0.0,0.0
read_text_file,schema_only,1,1,1.0,2.0,3.0,0.0
read_text_file,retrieved_docs,1,1,1.0,2.0,3.0,0.0
read_text_file,retrieved_candidates,1,0,0.0,4.0,3.0,0.0
read_text_file,retrieved_memory,1,0,0.0,3.0,3.0,0.0
read_text_file,autoskill_base,1,1,1.0,2.0,3.0,8.0
search_files,raw_mcp,1,1,1.0,0.0,0.0,0.0
search_files,schema_only,1,1,1.0,2.0,3.0,0.0
search_files,retrieved_docs,1,1,1.0,2.0,3.0,0.0
search_files,retrieved_candidates,1,1,1.0,3.0,3.0,0.0
search_files,retrieved_memory,1,1,1.0,4.0,3.0,0.0
search_files,autoskill_base,1,1,1.0,4.0,3.0,9.0
search_nodes,raw_mcp,1,1,1.0,0.0,0.0,0.0
search_nodes,schema_only,1,1,1.0,1.0,1.0,0.0
search_nodes,retrieved_docs,1,1,1.0,1.0,1.0,0.0
search_nodes,retrieved_candidates,1,1,1.0,1.0,1.0,0.0
search_nodes,retrieved_memory,1,1,1.0,1.0,1.0,0.0
search_nodes,autoskill_base,1,1,1.0,2.0,1.0,0.0
toggle-simulated-logging,raw_mcp,1,1,1.0,0.0,0.0,0.0
toggle-simulated-logging,schema_only,1,1,1.0,0.0,0.0,0.0
toggle-simulated-logging,retrieved_docs,1,1,1.0,0.0,0.0,0.0
toggle-simulated-logging,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
toggle-simulated-logging,retrieved_memory,1,1,1.0,0.0,0.0,0.0
toggle-simulated-logging,autoskill_base,1,1,1.0,0.0,0.0,0.0
toggle-subscriber-updates,raw_mcp,1,1,1.0,0.0,0.0,0.0
toggle-subscriber-updates,schema_only,1,1,1.0,0.0,0.0,0.0
toggle-subscriber-updates,retrieved_docs,1,1,1.0,0.0,0.0,0.0
toggle-subscriber-updates,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
toggle-subscriber-updates,retrieved_memory,1,1,1.0,0.0,0.0,0.0
toggle-subscriber-updates,autoskill_base,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request,raw_mcp,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request,schema_only,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request,retrieved_docs,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request,retrieved_memory,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request,autoskill_base,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request-async,raw_mcp,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request-async,schema_only,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request-async,retrieved_docs,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request-async,retrieved_candidates,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request-async,retrieved_memory,1,1,1.0,0.0,0.0,0.0
trigger-elicitation-request-async,autoskill_base,1,1,1.0,0.0,0.0,0.0
trigger-long-running-operation,raw_mcp,1,1,1.0,0.0,0.0,0.0
trigger-long-running-operation,schema_only,1,1,1.0,2.0,2.0,0.0
trigger-long-running-operation,retrieved_docs,1,1,1.0,2.0,2.0,0.0
trigger-long-running-operation,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
trigger-long-running-operation,retrieved_memory,1,1,1.0,1.0,2.0,0.0
trigger-long-running-operation,autoskill_base,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request,raw_mcp,1,1,1.0,0.0,0.0,0.0
trigger-sampling-request,schema_only,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request,retrieved_docs,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request,retrieved_memory,1,1,1.0,1.0,2.0,0.0
trigger-sampling-request,autoskill_base,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request-async,raw_mcp,1,1,1.0,0.0,0.0,0.0
trigger-sampling-request-async,schema_only,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request-async,retrieved_docs,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request-async,retrieved_candidates,1,1,1.0,2.0,2.0,0.0
trigger-sampling-request-async,retrieved_memory,1,1,1.0,1.0,2.0,0.0
trigger-sampling-request-async,autoskill_base,1,1,1.0,2.0,2.0,0.0
write_file,raw_mcp,1,1,1.0,0.0,0.0,0.0
write_file,schema_only,1,1,1.0,2.0,2.0,0.0
write_file,retrieved_docs,1,1,1.0,2.0,2.0,0.0
write_file,retrieved_candidates,1,1,1.0,3.0,2.0,0.0
write_file,retrieved_memory,1,1,1.0,2.0,2.0,0.0
write_file,autoskill_base,1,1,1.0,3.0,2.0,4.0
